GENE	CHR	START	END
SART1	chr11	65729160	65747608
EIF1AD	chr11	65764016	65769943
BANF1	chr11	65769699	65771641
CST6	chr11	65779479	65780976
CATSPER1	chr11	65784223	65793950
GAL3ST3	chr11	65808219	65816973
SF3B2	chr11	65818200	65836779
PACS1	chr11	65837743	66012215
KLC2	chr11	66024765	66035331
RAB1B	chr11	66036061	66044963
CNIH2	chr11	66045646	66052772
YIF1A	chr11	66052043	66056655
TMEM151A	chr11	66059365	66064135
CD248	chr11	66081965	66084515
RIN1	chr11	66097712	66104311
BRMS1	chr11	66104804	66112603
B4GAT1	chr11	66112845	66115109
SLC29A2	chr11	66129991	66139947
NPAS4	chr11	66188506	66194178
MRPL11	chr11	66202546	66234209
PELI3	chr11	66233774	66246469
DPP3	chr11	66247461	66277659
ENSG00000256349	chr11	66276550	66301084
BBS1	chr11	66278077	66301101
ZDHHC24	chr11	66288096	66313706
ACTN3	chr11	66313866	66330805
CTSF	chr11	66330934	66336350
CCDC87	chr11	66357647	66360534
CCS	chr11	66360624	66373490
RBM14	chr11	66384097	66397405
RBM14-RBM4	chr11	66384097	66413940
RBM4	chr11	66406129	66435851
RBM4B	chr11	66432467	66445396
SPTBN2	chr11	66449967	66512141
TOP6BL	chr11	66511922	66610987
RCE1	chr11	66610306	66614023
PC	chr11	66615679	66725995
LRFN4	chr11	66624017	66627946
C11orf86	chr11	66742748	66744480
SYT12	chr11	66774243	66818341
RHOD	chr11	66824310	66839490
KDM2A	chr11	66886734	67025553
GRK2	chr11	67033862	67054028
ANKRD13D	chr11	67056762	67069957
SSH3	chr11	67070949	67080078
RAD9A	chr11	67085342	67165881
POLD4	chr11	67118243	67124443
ENSG00000256514	chr11	67119043	67141055
CLCF1	chr11	67131639	67141648
PPP1CA	chr11	67165650	67188654
TBC1D10C	chr11	67165925	67177563
CARNS1	chr11	67182439	67193084
RPS6KB2	chr11	67195931	67202879
PTPRCAP	chr11	67202981	67205153
CORO1B	chr11	67202981	67211292
GPR152	chr11	67218772	67220200
CABP4	chr11	67219877	67229223
TMEM134	chr11	67229181	67236759
AIP	chr11	67235645	67258625
PITPNM1	chr11	67259231	67273734
CDK2AP2	chr11	67273961	67276172
CABP2	chr11	67286383	67291988
GSTP1	chr11	67351129	67354130
NDUFV1	chr11	67373124	67380025
NUDT8	chr11	67395408	67397408
TBX10	chr11	67398774	67407234
ACY3	chr11	67410022	67418371
ALDH3B2	chr11	67429626	67448695
UNC93B1	chr11	67758571	67772452
ALDH3B1	chr11	67776033	67796749
NDUFS8	chr11	67798084	67804114
TCIRG1	chr11	67806492	67818362
CHKA	chr11	67820326	67888911
KMT5B	chr11	67922330	67981319
C11orf24	chr11	68028803	68039469
LRP5	chr11	68079915	68216743
PPP6R3	chr11	68227943	68382811
GAL	chr11	68450488	68458673
TESMIN	chr11	68474908	68519036
CPT1A	chr11	68522088	68611878
MRPL21	chr11	68658744	68671303
IGHMBP2	chr11	68671331	68708070
MRGPRD	chr11	68747490	68748455
MRGPRF	chr11	68771844	68781875
TPCN2	chr11	68816318	68903784
ENSG00000287725	chr11	68840383	68929908
SMIM38	chr11	68922946	68929908
MYEOV	chr11	69061605	69182494
CCND1	chr11	69455911	69469242
LTO1	chr11	69467844	69490184
FGF19	chr11	69513000	69519428
FGF4	chr11	69585790	69590109
FGF3	chr11	69624736	69634184
ANO1	chr11	69832013	70035636
FADD	chr11	70049401	70053501
PPFIA1	chr11	70116761	70231418
CTTN	chr11	70244510	70282690
SHANK2	chr11	70313910	70963890
DHCR7	chr11	71139239	71163914
NADSYN1	chr11	71164155	71235153
KRTAP5-7	chr11	71238313	71239715
KRTAP5-8	chr11	71249071	71250255
KRTAP5-9	chr11	71259466	71260654
KRTAP5-10	chr11	71276609	71277781
KRTAP5-11	chr11	71292901	71314399
XNDC1N-ZNF705EP-ALG1L9P	chr11	71516043	71639702
DEFB108B	chr11	71544246	71548756
XNDC1N	chr11	71576550	71639700
DEFB131B	chr11	71589499	71595607
RNF121	chr11	71640064	71708643
IL18BP	chr11	71709659	71718361
NUMA1	chr11	71713906	71791739
LRRC51	chr11	71791332	71807941
LRTOMT	chr11	71791377	71821828
LAMTOR1	chr11	71796941	71814343
TOMT	chr11	71814552	71821827
ANAPC15	chr11	71817424	71824734
FOLR3	chr11	71825915	71852129
FOLR1	chr11	71900602	71907367
FOLR2	chr11	71927645	71932994
INPPL1	chr11	71934568	71950228
PHOX2A	chr11	71950121	71956708
CLPB	chr11	71996539	72145724
PDE2A	chr11	72287185	72385635
ARAP1	chr11	72394249	72504644
STARD10	chr11	72464261	72505092
ATG16L2	chr11	72525183	72554719
FCHSD2	chr11	72547787	72853391
P2RY2	chr11	72927709	72953472
P2RY6	chr11	72975543	73016148
ARHGEF17	chr11	73019321	73080433
RELT	chr11	73087370	73108519
FAM168A	chr11	73111532	73309234
PLEKHB1	chr11	73357223	73373864
RAB6A	chr11	73386683	73472510
MRPL48	chr11	73498917	73576178
COA4	chr11	73580891	73588027
PAAF1	chr11	73587744	73642159
DNAJB13	chr11	73662059	73681411
UCP2	chr11	73685106	73694587
UCP3	chr11	73711322	73720130
C2CD3	chr11	73723763	73882255
PPME1	chr11	73882128	73965748
P4HA3	chr11	73946846	74022730
PGM2L1	chr11	74041360	74109518
KCNE3	chr11	74165886	74178788
LIPT2	chr11	74201564	74204769
POLD3	chr11	74204896	74380162
CHRDL2	chr11	74407474	74442471
RNF169	chr11	74459894	74553458
XRRA1	chr11	74518784	74660245
SPCS2	chr11	74660304	74690078
NEU3	chr11	74695406	74729938
OR2AT4	chr11	74792798	74807921
SLCO2B1	chr11	74811608	74917594
TPBGL	chr11	74951819	74954749
ARRB1	chr11	74971166	75062835
RPS3	chr11	75105371	75133324
KLHL35	chr11	75133438	75144248
GDPD5	chr11	75145683	75237030
SERPINH1	chr11	75272609	75283832
MAP6	chr11	75297961	75380083
MOGAT2	chr11	75428883	75444008
DGAT2	chr11	75470557	75512587
UVRAG	chr11	75526225	75855303
WNT11	chr11	75897369	75921805
THAP12	chr11	76060942	76092178
GVQW3	chr11	76092347	76125663
EMSY	chr11	76155931	76264075
LRRC32	chr11	76368568	76381912
TSKU	chr11	76492447	76509201
ACER3	chr11	76571903	76737841
B3GNT6	chr11	76745442	76753020
CAPN5	chr11	76778008	76837201
OMP	chr11	76813886	76814377
MYO7A	chr11	76839291	76926286
GDPD4	chr11	76927603	77012732
PAK1	chr11	77032593	77185680
CLNS1A	chr11	77225981	77348854
AQP11	chr11	77300436	77322109
RSF1	chr11	77371054	77531915
AAMDC	chr11	77532146	77629478
INTS4	chr11	77585464	77705896
KCTD14	chr11	77726761	77757237
NDUFC2-KCTD14	chr11	77728017	77790911
THRSP	chr11	77774907	77779397
NDUFC2	chr11	77779343	77792917
ALG8	chr11	77806290	77850706
KCTD21	chr11	77882291	77899690
USP35	chr11	77899858	77926278
GAB2	chr11	77926339	78129394
NARS2	chr11	78146666	78286239
TENM4	chr11	78363874	79152074
FAM181B	chr11	82440982	82444906
PRCP	chr11	82533978	82681626
DDIAS	chr11	82611017	82669319
RAB30	chr11	82684175	82782965
PCF11	chr11	82868030	82898493
ANKRD42	chr11	82904754	82971736
CCDC90B	chr11	82970123	82997433
DLG2	chr11	83166055	85339379
TMEM126B	chr11	85339617	85347583
TMEM126A	chr11	85359000	85367591
CREBZF	chr11	85368786	85393951
CCDC89	chr11	85394891	85397238
SYTL2	chr11	85405267	85522225
CCDC83	chr11	85566144	85631064
PICALM	chr11	85668214	85780924
EED	chr11	85912254	85990849
HIKESHI	chr11	86013223	86056985
CCDC81	chr11	86085778	86134151
ME3	chr11	86149793	86383678
PRSS23	chr11	86502101	86663952
FZD4	chr11	86656721	86666437
TMEM135	chr11	86748873	87039866
RAB38	chr11	87846419	87908611
CTSC	chr11	87998237	88092852
GRM5	chr11	88237744	88799150
TYR	chr11	88911043	89028927
NOX4	chr11	89057521	89231355
TRIM77	chr11	89443467	89451040
TRIM49	chr11	89530823	89541743
TRIM64B	chr11	89603606	89611655
TRIM49D1	chr11	89644279	89654935
TRIM49D2	chr11	89657232	89666231
TRIM64	chr11	89699205	89707240
TRIM49C	chr11	89764274	89775193
UBTFL1	chr11	89819118	89820299
NAALAD2	chr11	89864683	89926062
CHORDC1	chr11	89933597	89956245
FAT3	chr11	91957984	92629639
MTNR1B	chr11	92702817	92718232
SLC36A4	chr11	92877340	92931157
DEUP1	chr11	93063137	93171653
SMCO4	chr11	93211634	93276930
CEP295	chr11	93394848	93463524
TAF1D	chr11	93463114	93517557
C11orf54	chr11	93474736	93500368
ENSG00000284057	chr11	93474830	93545544
MED17	chr11	93517393	93548129
VSTM5	chr11	93551398	93583786
HEPHL1	chr11	93754520	93847374
PANX1	chr11	93861994	93915134
IZUMO1R	chr11	94037746	94041312
GPR83	chr11	94110482	94134585
MRE11	chr11	94148736	94227055
ANKRD49	chr11	94227145	94232749
C11orf97	chr11	94245627	94265291
PIWIL4	chr11	94277006	94354587
FUT4	chr11	94277087	94283061
AMOTL1	chr11	94439597	94609913
CWC15	chr11	94695785	94706775
KDM4D	chr11	94706873	94732683
KDM4E	chr11	94758422	94760760
KDM4F	chr11	94781306	94784502
SRSF8	chr11	94800083	94804388
ENDOD1	chr11	94822981	94865809
SESN3	chr11	94898677	94965705
FAM76B	chr11	95502117	95523573
CEP57	chr11	95523129	95565857
MTMR2	chr11	95554930	95658479
MAML2	chr11	95709762	96076359
CCDC82	chr11	96082405	96123120
JRKL	chr11	96123153	96240738
CNTN5	chr11	98891679	100229616
ARHGAP42	chr11	100558019	100864672
PGR	chr11	100900355	101000544
TRPC6	chr11	101322201	101743293
ANGPTL5	chr11	101761405	101787253
CEP126	chr11	101785741	101871793
CFAP300	chr11	101918166	101955285
YAP1	chr11	101980830	102104155
BIRC3	chr11	102188215	102210134
BIRC2	chr11	102217939	102249411
TMEM123	chr11	102267063	102341115
MMP7	chr11	102391239	102401584
MMP20	chr11	102447563	102496063
MMP27	chr11	102562218	102576500
MMP8	chr11	102582527	102597781
MMP10	chr11	102641233	102651359
MMP1	chr11	102660132	102668891
MMP3	chr11	102706532	102714340
MMP12	chr11	102733467	102745712
MMP13	chr11	102813724	102826461
DCUN1D5	chr11	102921415	102962923
DYNC2H1	chr11	102980139	103350591
PDGFD	chr11	103777917	104035107
DDI1	chr11	103907368	103909924
CASP12	chr11	104756445	104769397
CASP4	chr11	104813593	104840093
CASP5	chr11	104863363	104893895
CASP1	chr11	104894308	104905977
CARD16	chr11	104909819	104972158
CARD18	chr11	105008441	105402424
GRIA4	chr11	105480262	105852817
MSANTD4	chr11	105866350	105893137
KBTBD3	chr11	105921825	105948186
AASDHPPT	chr11	105946228	105969435
GUCY1A2	chr11	106544745	106889202
CWF19L2	chr11	107192327	107328568
ALKBH8	chr11	107373453	107436468
ELMOD1	chr11	107461817	107537505
SLN	chr11	107578101	107590422
SLC35F2	chr11	107661717	107799019
RAB39A	chr11	107799174	107834208
CUL5	chr11	107879624	107978508
ACAT1	chr11	107987422	108019684
NPAT	chr11	108026007	108093365
ATM	chr11	108093531	108239829
AP001925.1	chr11	108130255	108136480
C11orf65	chr11	108179246	108338258
POGLUT3	chr11	108342839	108369132
EXPH5	chr11	108376162	108464495
DDX10	chr11	108535780	108811726
C11orf87	chr11	109292916	109299893
RDX	chr11	109735021	110167437
ZC3H12C	chr11	109964118	110042566
FDX1	chr11	110300103	110335608
ARHGAP20	chr11	110447766	110583912
POU2AF2	chr11	111116450	111157126
POU2AF3	chr11	111169271	111179460
POU2AF1	chr11	111222980	111326355
BTG4	chr11	111338251	111385092
HOATZ	chr11	111385503	111407768
LAYN	chr11	111411005	111432470
SIK2	chr11	111473128	111601579
PPP2R1B	chr11	111597632	111637382
ALG9	chr11	111652919	111743129
ENSG00000258529	chr11	111657010	111750149
FDXACB1	chr11	111744780	111751967
CFAP68	chr11	111749659	111756699
CRYAB	chr11	111779288	111794446
HSPB2	chr11	111782883	111784817
HSPB2-C11orf52	chr11	111783460	111797595
C11orf52	chr11	111788756	111797595
DIXDC1	chr11	111797868	111893377
DLAT	chr11	111895757	111935128
PIH1D2	chr11	111933942	111944998
NKAPD1	chr11	111944810	111955876
TIMM8B	chr11	111955524	111957522
SDHD	chr11	111957548	111990739
ENSG00000255292	chr11	111957627	112064528
IL18	chr11	112013974	112034829
TEX12	chr11	112038095	112043279
BCO2	chr11	112046195	112096600
PTS	chr11	112097090	112140678
PLET1	chr11	112118876	112131583
NCAM1	chr11	112831997	113149158
TTC12	chr11	113185301	113254266
ANKK1	chr11	113258501	113271138
DRD2	chr11	113280327	113347124
TMPRSS5	chr11	113558265	113577104
ZW10	chr11	113603905	113644468
CLDN25	chr11	113650518	113651207
USP28	chr11	113668592	113746312
HTR3B	chr11	113775518	113819801
HTR3A	chr11	113845797	113861035
ZBTB16	chr11	113929057	114127487
NNMT	chr11	114128487	114185051
C11orf71	chr11	114262165	114271233
RBM7	chr11	114270752	114284925
ENSG00000255663	chr11	114271404	114314654
REXO2	chr11	114310108	114321018
NXPE1	chr11	114389564	114430610
NXPE4	chr11	114441313	114469004
NXPE2	chr11	114549249	114577791
CADM1	chr11	115039938	115375675
BUD13	chr11	116618886	116643755
ZPR1	chr11	116644515	116658762
APOA5	chr11	116659730	116663742
APOA4	chr11	116691416	116694020
APOC3	chr11	116697735	116704059
APOA1	chr11	116706466	116708919
SIK3	chr11	116714118	116969161
PAFAH1B2	chr11	117015000	117047610
SIDT2	chr11	117049452	117068161
TAGLN	chr11	117068225	117078180
PCSK7	chr11	117075053	117103244
RNF214	chr11	117102870	117158145
BACE1	chr11	117155948	117187002
CEP164	chr11	117185273	117284321
DSCAML1	chr11	117298488	117688240
FXYD2	chr11	117671554	117699413
FXYD6-FXYD2	chr11	117690878	117747382
FXYD6	chr11	117707691	117748390
TMPRSS13	chr11	117771356	117800174
IL10RA	chr11	117857085	117873752
SMIM35	chr11	117874349	117959014
TMPRSS4	chr11	117947727	117996225
SCN4B	chr11	118004092	118023603
SCN2B	chr11	118033521	118047354
JAML	chr11	118064440	118097038
MPZL3	chr11	118097405	118123080
MPZL2	chr11	118124131	118135251
CD3E	chr11	118175445	118186890
CD3D	chr11	118205252	118213420
CD3G	chr11	118215059	118225876
UBE4A	chr11	118230302	118269926
ATP5MG	chr11	118272061	118303993
ENSG00000285827	chr11	118272317	118353452
KMT2A	chr11	118307171	118397547
TTC36	chr11	118398152	118401912
TMEM25	chr11	118401756	118417995
IFT46	chr11	118415243	118443685
ARCN1	chr11	118443105	118473748
PHLDB1	chr11	118477111	118528748
TREH	chr11	118528026	118550399
DDX6	chr11	118618472	118661935
CXCR5	chr11	118754601	118768496
BCL9L	chr11	118764584	118796635
UPK2	chr11	118795873	118829269
FOXR1	chr11	118842422	118851997
CENATAC	chr11	118868848	118886503
RPS25	chr11	118886218	118889434
TRAPPC4	chr11	118889443	118896164
SLC37A4	chr11	118894461	118901616
HYOU1	chr11	118914896	118927963
VPS11	chr11	118938500	118953463
HMBS	chr11	118955571	118964544
H2AX	chr11	118964584	118966175
DPAGT1	chr11	118966735	118979041
C2CD2L	chr11	118972908	118989254
HINFP	chr11	118992219	119006769
ABCG4	chr11	119019762	119033362
NLRX1	chr11	119037190	119054726
NHERF4	chr11	119056166	119060932
DRC12	chr11	119060764	119067479
CBL	chr11	119077008	119184636
MCAM	chr11	119178682	119192231
RNF26	chr11	119205237	119208019
C1QTNF5	chr11	119209652	119211650
MFRP	chr11	119209652	119217415
USP2	chr11	119225925	119252421
THY1	chr11	119286186	119295695
NECTIN1	chr11	119494120	119599910
TRIM29	chr11	119981994	120056237
OAF	chr11	120081740	120101043
POU2F3	chr11	120107349	120190654
TLCD5	chr11	120195889	120204395
ARHGEF12	chr11	120206947	120360646
GRIK4	chr11	120382426	120859615
TBCEL	chr11	120894781	120961485
TBCEL-TECTA	chr11	120894834	120983817
TECTA	chr11	120971952	121062199
SC5D	chr11	121163390	121184119
SORL1	chr11	121323023	121504472
BLID	chr11	121986048	121986923
UBASH3B	chr11	122526430	122685181
CRTAM	chr11	122700190	122743351
JHY	chr11	122753391	122834573
BSX	chr11	122848278	122852542
HSPA8	chr11	122928193	122933938
CLMP	chr11	122940561	123067405
GRAMD1B	chr11	123228959	123498482
SCN3B	chr11	123499895	123525952
ZNF202	chr11	123594622	123613221
OR6X1	chr11	123624288	123625226
OR6M1	chr11	123676116	123677057
TMEM225	chr11	123753627	123756377
OR8D4	chr11	123772874	123779936
OR4D5	chr11	123810324	123811280
OR6T1	chr11	123813574	123814545
OR10S1	chr11	123847368	123848488
OR10G6	chr11	123864870	123865868
OR10G4	chr11	123883704	123889439
OR10G9	chr11	123893720	123894655
OR10G8	chr11	123897505	123901341
OR10G7	chr11	123906720	123912032
VWA5A	chr11	123986111	124018428
OR10D3	chr11	124054052	124059487
OR8G3	chr11	124082414	124086535
OR8G2P	chr11	124095437	124096371
OR8G1	chr11	124111835	124124260
OR8G5	chr11	124126272	124136120
OR8D1	chr11	124172727	124184995
OR8D2	chr11	124189158	124190093
OR8B2	chr11	124252290	124254395
OR8B3	chr11	124265430	124268920
OR8B4	chr11	124293838	124294767
OR8B8	chr11	124307341	124315592
OR8B12	chr11	124409531	124415229
OR8A1	chr11	124436556	124452838
PANX3	chr11	124481324	124490252
TBRG1	chr11	124492732	124505822
SIAE	chr11	124503009	124565603
SPA17	chr11	124543692	124568205
NRGN	chr11	124609835	124617106
VSIG2	chr11	124617368	124622151
ESAM	chr11	124622479	124632211
MSANTD2	chr11	124636394	124670602
ROBO3	chr11	124735328	124751367
ROBO4	chr11	124753562	124768396
HEPACAM	chr11	124789101	124806327
HEPN1	chr11	124789146	124790573
CCDC15	chr11	124823991	124911545
SLC37A2	chr11	124933198	124960412
TMEM218	chr11	124964282	124981766
PKNOX2	chr11	125034433	125304183
FEZ1	chr11	125312777	125462473
EI24	chr11	125438144	125454585
STT3A	chr11	125461607	125495110
CHEK1	chr11	125495058	125546150
ACRV1	chr11	125541417	125550769
PATE1	chr11	125616174	125619762
PATE2	chr11	125646008	125648723
PATE3	chr11	125658022	125661495
PATE4	chr11	125703211	125709967
HYLS1	chr11	125753509	125770741
PUS3	chr11	125763380	125773119
DDX25	chr11	125773243	125813597
VSIG10L2	chr11	125815939	125828542
CDON	chr11	125825691	125933230
RPUSD4	chr11	126071990	126081587
FAM118B	chr11	126081582	126132946
SRPRA	chr11	126132807	126139039
FOXRED1	chr11	126138919	126148027
TIRAP	chr11	126152392	126168740
DCPS	chr11	126173942	126219900
ST3GAL4	chr11	126224572	126310239
KIRREL3	chr11	126293253	126873355
ETS1	chr11	128328656	128457501
FLI1	chr11	128556430	128683162
KCNJ1	chr11	128706210	128744566
KCNJ5	chr11	128760348	128791058
TP53AIP1	chr11	128804626	128813294
ARHGAP32	chr11	128834955	129149219
BARX2	chr11	129245743	129322174
TMEM45B	chr11	129685686	129731160
NFRKB	chr11	129733531	129765485
PRDM10	chr11	129769601	129872748
APLP2	chr11	129938042	130014706
ST14	chr11	130029641	130080262
ZBTB44	chr11	130096572	130184812
ADAMTS8	chr11	130274818	130298504
ADAMTS15	chr11	130318540	130346540
SNX19	chr11	130736145	130786374
NTM	chr11	131240373	132206716
OPCML	chr11	132284871	133402396
SPATA19	chr11	133710526	133715433
IGSF9B	chr11	133766333	133826863
JAM3	chr11	133938893	134021896
NCAPD3	chr11	134020008	134095398
VPS26B	chr11	134094507	134117688
THYN1	chr11	134118164	134123264
ACAD8	chr11	134123408	134135749
GLB1L3	chr11	134144139	134189473
GLB1L2	chr11	134201780	134248235
B3GAT1	chr11	134248398	134282136
AC026369.1	chr12	147052	147377
IQSEC3	chr12	175933	287621
SLC6A12	chr12	299235	329310
SLC6A13	chr12	329787	372039
KDM5A	chr12	389223	498486
CCDC77	chr12	498439	551810
B4GALNT3	chr12	569089	672675
NINJ2	chr12	672018	772908
WNK1	chr12	861702	1020618
RAD52	chr12	1020036	1099219
ERC1	chr12	1099164	1605099
WNT5B	chr12	1639020	1756409
FBXL14	chr12	1675159	1703747
ADIPOR2	chr12	1797740	1897846
CACNA2D4	chr12	1901129	2027832
LRTM2	chr12	1929433	1945919
DCP1B	chr12	2055218	2113701
CACNA1C	chr12	2079938	2807116
FKBP4	chr12	2903456	2914589
ITFG2	chr12	2921788	2968957
NRIP2	chr12	2934514	2944710
TEX52	chr12	2958212	2966205
FOXM1	chr12	2966842	2986340
RHNO1	chr12	2985424	2998690
TULP3	chr12	2986389	3050304
TEAD4	chr12	3068496	3149842
TSPAN9	chr12	3186521	3395730
PRMT8	chr12	3490515	3703143
CRACR2A	chr12	3715799	3873985
PARP11	chr12	3900213	3982614
CCND2	chr12	4378937	4416099
ENSG00000285901	chr12	4382928	4514656
TIGAR	chr12	4416929	4469194
FGF23	chr12	4477393	4488878
FGF6	chr12	4537321	4554981
FERRY3	chr12	4596901	4647685
RAD51AP1	chr12	4647964	4669420
DYRK4	chr12	4671374	4724468
ENSG00000272921	chr12	4714110	4771809
AKAP3	chr12	4722549	4758238
NDUFA9	chr12	4758261	4803483
ENSG00000255639	chr12	4758267	4883350
GALNT8	chr12	4829433	4961093
KCNA6	chr12	4918500	4922484
KCNA1	chr12	5019071	5027422
KCNA5	chr12	5153045	5155954
NTF3	chr12	5541274	5630702
ANO2	chr12	5641035	6055398
VWF	chr12	6058043	6233936
CD9	chr12	6308881	6347437
PLEKHG6	chr12	6419391	6438100
TNFRSF1A	chr12	6437923	6451280
SCNN1A	chr12	6456009	6493083
LTBR	chr12	6484211	6500737
CD27	chr12	6554107	6560884
TAPBPL	chr12	6560856	6575683
VAMP1	chr12	6571403	6579843
MRPL51	chr12	6601052	6603012
NCAPD2	chr12	6602522	6641136
GAPDH	chr12	6643178	6648096
IFFO1	chr12	6648127	6665268
NOP2	chr12	6666029	6677857
ENSG00000285238	chr12	6666052	6716533
CHD4	chr12	6679247	6724148
LPAR5	chr12	6728001	6745610
ACRBP	chr12	6747241	6756599
ING4	chr12	6759466	6772314
ZNF384	chr12	6775643	6798738
PIANP	chr12	6802957	6810014
COPS7A	chr12	6833180	6841041
MLF2	chr12	6857152	6878098
PTMS	chr12	6874682	6880118
LAG3	chr12	6881526	6887621
CD4	chr12	6896024	6929973
GPR162	chr12	6930790	6939136
P3H3	chr12	6937546	6949018
GNB3	chr12	6949118	6956557
CDCA3	chr12	6953957	6960482
USP5	chr12	6961286	6975796
TPI1	chr12	6976283	6980112
SPSB2	chr12	6980098	6998522
LRRC23	chr12	6982733	7023405
ENO2	chr12	7022909	7032870
ATN1	chr12	7033626	7051485
C12orf57	chr12	7052101	7055166
PTPN6	chr12	7055580	7070479
PHB2	chr12	7074490	7080004
EMG1	chr12	7079968	7089098
ENSG00000290146	chr12	7080084	7105520
LPCAT3	chr12	7085338	7125842
C1S	chr12	7096351	7178585
C1R	chr12	7187513	7245203
C1RL	chr12	7242183	7261841
RBP5	chr12	7268332	7281485
CLSTN3	chr12	7280673	7311541
PEX5	chr12	7341249	7371170
ACSM4	chr12	7456668	7481315
CD163L1	chr12	7499281	7632493
CD163	chr12	7623407	7656506
APOBEC1	chr12	7801996	7818504
GDF3	chr12	7842380	7848371
DPPA3	chr12	7863998	7870157
CLEC4C	chr12	7877242	7904216
NANOGNB	chr12	7917812	7926717
NANOG	chr12	7940390	7951742
SLC2A14	chr12	7965108	8043744
SLC2A3	chr12	8071826	8171603
FOXJ2	chr12	8185294	8208118
C3AR1	chr12	8209440	8218970
NECAP1	chr12	8229535	8250477
CLEC4A	chr12	8276213	8291203
ENSG00000284393	chr12	8290736	8327916
ZNF705A	chr12	8309611	8341133
FAM90A1	chr12	8373856	8380217
CLEC6A	chr12	8608558	8630926
CLEC4D	chr12	8662071	8674962
CLEC4E	chr12	8685901	8693501
AICDA	chr12	8754751	8765838
MFAP5	chr12	8789942	8825115
RIMKLB	chr12	8834079	8935691
A2ML1	chr12	8975217	9039597
PHC1	chr12	9066423	9095534
M6PR	chr12	9092959	9102551
KLRG1	chr12	9102640	9163356
A2M	chr12	9220260	9268825
PZP	chr12	9301436	9360995
KLRB1	chr12	9747147	9760512
CLEC2D	chr12	9817565	9852149
CD69	chr12	9905082	9913497
KLRF1	chr12	9980077	9997606
CLEC2B	chr12	10004968	10023234
KLRF2	chr12	10034088	10048432
CLEC2A	chr12	10051272	10084969
CLEC12A	chr12	10103915	10148293
CLEC1B	chr12	10138241	10166023
CLEC12B	chr12	10163226	10171395
CLEC9A	chr12	10183277	10218630
CLEC1A	chr12	10222153	10264226
CLEC7A	chr12	10269376	10282857
OLR1	chr12	10310900	10324737
TMEM52B	chr12	10323111	10344406
GABARAPL1	chr12	10365057	10375727
KLRD1	chr12	10378657	10482207
KLRK1	chr12	10524952	10544473
KLRC4-KLRK1	chr12	10524952	10562745
KLRC4	chr12	10555658	10562356
ENSG00000255641	chr12	10564911	10588600
KLRC3	chr12	10564914	10573194
